GENEID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
ENSG00000265859.1,2.667652877,0.102890517,0.150536678,0.68349135,0.494296414,0.684968181,MIR5704
ENSG00000138092.6,178.1810565,0.018869592,0.027611994,0.683383885,0.494364301,0.685037442,CENPO
ENSG00000153113.19,1806.376766,-0.026432218,0.038680354,-0.683349952,0.494385737,0.685042334,CAST
ENSG00000232852.1,16.68712134,-0.078375653,0.114699705,-0.683311718,0.494409891,0.685050993,CICP4
ENSG00000271423.1,1.493902847,-0.122147572,0.178833559,-0.683023773,0.494591821,0.685278255,RP11-187O7.4
ENSG00000215835.2,10.6209605,-0.057440016,0.084109716,-0.682917724,0.494658834,0.685346285,RP11-9L18.2
ENSG00000093183.9,1369.3136,-0.015406345,0.0225618,-0.682850878,0.494701076,0.685347756,SEC22C
ENSG00000230891.2,1.049324509,-0.144294221,0.211317617,-0.682831005,0.494713635,0.685347756,LINC00692
ENSG00000252443.1,1.58567779,0.121996702,0.178662966,0.682831506,0.494713319,0.685347756,SNORA62
ENSG00000138075.7,30.85942525,0.043308568,0.063432781,0.682747435,0.49476645,0.685396105,ABCG5
ENSG00000006194.6,618.4127479,-0.0168269,0.024647271,-0.682708457,0.494791084,0.685399285,ZNF263
ENSG00000147459.13,2646.992078,-0.093038641,0.13628299,-0.682687112,0.494804575,0.685399285,DOCK5
ENSG00000147813.11,131.5747925,0.048111393,0.070489508,0.682532684,0.494902183,0.685450257,NAPRT1
ENSG00000230394.1,3.431143746,0.082889274,0.121448122,0.682507664,0.494917998,0.685450257,RP11-692P14.1
ENSG00000232342.3,33.75948445,0.036429564,0.053378079,0.682481726,0.494934394,0.685450257,RP11-46O21.2
ENSG00000233554.1,10.32230013,0.053961241,0.079065452,0.682488247,0.494930272,0.685450257,RP11-326F20.5
ENSG00000268080.1,1.357722142,0.1293252,0.189485027,0.682508809,0.494917275,0.685450257,AC016885.1
ENSG00000272647.1,2.013489981,-0.107136432,0.156985927,-0.682458827,0.494948869,0.685450257,GS1-259H13.10
ENSG00000214888.2,1.701384181,-0.145917313,0.213847775,-0.682341976,0.495022736,0.68552774,XXyac-YM21GA2.7
ENSG00000122299.7,1010.333211,-0.013260818,0.019441004,-0.682105614,0.495172171,0.685619882,ZC3H7A
ENSG00000177098.4,1327.846035,0.053268129,0.07810088,0.682042624,0.495211999,0.685619882,SCN4B
ENSG00000225359.1,5.590156153,-0.098052587,0.143765696,-0.682030479,0.495219678,0.685619882,RP11-540K16.2
ENSG00000225480.1,2.356380858,-0.115934136,0.169960369,-0.682124525,0.495160214,0.685619882,AC006548.19
ENSG00000233828.2,3.795714777,-0.08582538,0.125831125,-0.68206797,0.495195972,0.685619882,AC008394.1
ENSG00000247121.2,179.3810929,-0.021408727,0.031390636,-0.682009986,0.495232637,0.685619882,CTD-2260A17.2
ENSG00000253875.1,18.53142371,0.047832934,0.070130033,0.682060616,0.495200623,0.685619882,RP11-16P20.3
ENSG00000269983.1,6.343984504,0.184640104,0.27070725,0.682065603,0.49519747,0.685619882,RP11-497H16.9
ENSG00000271367.1,1.619715494,0.126287569,0.185225915,0.681802919,0.495363578,0.685776347,RP3-483K16.4
ENSG00000135597.14,2001.402534,0.025807578,0.037855375,0.681741437,0.495402461,0.685804724,REPS1
ENSG00000232724.1,5.436152101,-0.06733481,0.098772839,-0.681713821,0.495419926,0.685804724,AC111186.1
ENSG00000105755.3,107.7167394,0.041740561,0.061238171,0.681610182,0.495485475,0.685841508,ETHE1
ENSG00000130313.2,172.8547653,-0.034131369,0.050075149,-0.681602958,0.495490044,0.685841508,PGLS
ENSG00000264383.1,6.240646127,0.077851193,0.114220515,0.681586778,0.495500278,0.685841508,AC068014.1
ENSG00000185842.10,398.3747303,-0.04118897,0.060441505,-0.681468311,0.495575211,0.685920411,DNAH14
ENSG00000143379.8,673.5310885,0.016440541,0.024129886,0.681335227,0.495659398,0.685982448,SETDB1
ENSG00000233668.1,17.57277422,-0.046231511,0.067856551,-0.681312426,0.495673823,0.685982448,RP11-571F15.3
ENSG00000239828.2,229.6977473,0.059394696,0.087175275,0.681325024,0.495665853,0.685982448,RP11-446H18.5
ENSG00000166532.11,1426.821652,-0.020679535,0.030361208,-0.681117,0.495797461,0.686103919,RIMKLB
ENSG00000210151.2,4.36247045,-0.137450874,0.201797601,-0.681132349,0.49578775,0.686103919,MT-TS1
ENSG00000160813.2,41.93716635,-0.036625129,0.05378195,-0.680992961,0.495875944,0.686138074,PPP1R35
ENSG00000196505.6,1437.939873,-0.017013066,0.024981335,-0.681031094,0.495851816,0.686138074,GDAP2
ENSG00000250155.1,147.0568324,-0.062944393,0.092428695,-0.681004886,0.495868399,0.686138074,CTD-2353F22.1
ENSG00000100116.12,254.0519006,-0.029964852,0.044012034,-0.680833156,0.495977068,0.686176428,GCAT
ENSG00000184669.6,6.417796235,0.064530299,0.094776697,0.680866719,0.495955829,0.686176428,OR7E14P
ENSG00000232675.3,7.027389206,0.057767237,0.084850272,0.680813808,0.495989312,0.686176428,RP4-718D20.3
ENSG00000237424.1,3.548845452,-0.101634332,0.149278819,-0.680835583,0.495975532,0.686176428,FOXD2-AS1
ENSG00000273002.1,21.24957751,-0.06135983,0.090128024,-0.680807446,0.495993338,0.686176428,RP11-336K24.12
ENSG00000251713.1,5.731504189,-0.064125192,0.094198139,-0.680747971,0.496030977,0.686178875,AL050321.1
ENSG00000259861.1,4.300550489,0.092219492,0.135463946,0.680767796,0.49601843,0.686178875,CTC-471C19.2
ENSG00000257802.1,32.11595687,-0.041985009,0.061681122,-0.680678432,0.496074987,0.686214944,MRS2P2
ENSG00000248995.2,27.73838252,0.053655501,0.078855228,0.680430489,0.496231921,0.686407212,RP11-766N7.4
ENSG00000200714.1,17.40300322,0.060846498,0.089447617,0.68024728,0.4963479,0.686509634,Y_RNA
ENSG00000223764.2,20.01597367,-0.09136276,0.134318942,-0.680192667,0.496382475,0.686509634,RP11-54O7.3
ENSG00000230828.1,14.4871856,-0.058274442,0.085676063,-0.680171802,0.496395685,0.686509634,RP11-492I2.1
ENSG00000245680.5,663.9647598,-0.014737241,0.021663967,-0.6802651,0.496336618,0.686509634,ZNF585B
ENSG00000266047.1,4.211156123,0.11996357,0.176365453,0.680198803,0.49637859,0.686509634,AL139377.1
ENSG00000230285.1,2.384620113,0.102312684,0.150435529,0.680109838,0.496434915,0.686525296,RP11-290M5.2
ENSG00000238304.1,2.000346846,0.121414601,0.178525357,0.680097231,0.496442898,0.686525296,RNU7-50P
ENSG00000263969.1,2.219066083,-0.094568085,0.139070507,-0.680001013,0.49650382,0.686584727,RN7SL678P
ENSG00000172318.4,643.6517151,0.030651302,0.045080249,0.67992752,0.496550356,0.686624261,B3GALT1
ENSG00000230939.1,15.32913197,0.043723352,0.064308843,0.679896411,0.496570055,0.686626684,RP11-314C16.1
ENSG00000169018.5,4803.251434,-0.02196985,0.032315989,-0.67984458,0.496602876,0.686647251,FEM1B
ENSG00000235433.1,1.473181443,-0.126027288,0.185410757,-0.679719397,0.496682152,0.686732046,AC009960.4
ENSG00000244515.1,22.54881331,-0.049633027,0.073027256,-0.679650722,0.496725645,0.68673452,KRT18P34
ENSG00000269282.1,33.05009457,-0.054741041,0.080545173,-0.679631546,0.49673779,0.68673452,AC024257.1
ENSG00000270981.1,3.258793469,0.086574323,0.127382308,0.679641661,0.496731384,0.68673452,RP11-550I24.3
ENSG00000266109.1,1.198701409,-0.133169511,0.19595281,-0.679599903,0.496757831,0.686737411,MIR4440
ENSG00000203734.7,129.8324112,-0.040719537,0.059925539,-0.679502229,0.496819696,0.686773304,ECT2L
ENSG00000234943.2,66.31732458,0.029047829,0.042747128,0.679527029,0.496803987,0.686773304,AC092839.4
ENSG00000253438.2,4.832673812,0.072747342,0.107071819,0.679425669,0.49686819,0.686815525,PCAT1
ENSG00000143473.7,1507.169437,-0.03875757,0.05704744,-0.679391931,0.496889561,0.68682025,KCNH1
ENSG00000124557.8,7.29148376,0.064900235,0.095531948,0.679356347,0.496912102,0.686826594,BTN1A1
ENSG00000258471.1,3.193207294,0.0821596,0.12096436,0.679205019,0.497007968,0.686934281,RP11-84C10.4
ENSG00000182512.4,390.9945861,0.028177024,0.04149788,0.678999128,0.497138414,0.687023272,GLRX5
ENSG00000232375.1,8.212060291,-0.068004082,0.100146594,-0.679045379,0.497109109,0.687023272,RP11-136C24.1
ENSG00000254177.1,16.28779756,-0.048942272,0.072076749,-0.679029956,0.497118882,0.687023272,RP11-1149M10.1
ENSG00000262099.1,1.196613157,0.144687779,0.213092643,0.678990024,0.497144183,0.687023272,CTC-524C5.5
ENSG00000196693.10,611.2120568,0.036277329,0.05343285,0.67893307,0.497180271,0.687023512,ZNF33B
ENSG00000263368.1,9.372260452,0.056069188,0.082581405,0.678956573,0.497165378,0.687023512,RP11-720N19.1
ENSG00000258026.1,7.541873092,0.073438109,0.108220755,0.678595424,0.497394243,0.687294364,RP11-543H12.1
ENSG00000124116.14,10.54002289,-0.062997369,0.092853087,-0.678462832,0.497478282,0.687314662,WFDC3
ENSG00000148153.9,945.6252182,-0.017190284,0.025336781,-0.678471494,0.497472792,0.687314662,INIP
ENSG00000199177.1,1.040821803,0.142355565,0.209820459,0.6784637,0.497477732,0.687314662,MIR31
ENSG00000266526.1,9.416906317,-0.063360798,0.093389298,-0.678458872,0.497480792,0.687314662,AC090720.1
ENSG00000236317.1,1.63917827,0.119100314,0.175566212,0.67837833,0.497531845,0.687360375,RP11-348H3.5
ENSG00000234964.3,4.840880164,-0.070391641,0.103778072,-0.678290122,0.497587761,0.687412802,FABP5P7
ENSG00000201367.1,11.22603832,-0.05865195,0.086475803,-0.67824696,0.497615122,0.687425779,RNU6-522P
ENSG00000263609.1,1.317155701,0.144224911,0.212658126,0.678200799,0.497644386,0.687441384,RP11-1109M24.16
ENSG00000203602.1,13.20802151,0.047397302,0.069897213,0.678100027,0.497708274,0.687504814,AL137059.1
ENSG00000182149.16,1697.223201,0.018916965,0.027903944,0.677931596,0.497815066,0.68753189,IST1
ENSG00000228340.1,79.41775696,0.061301946,0.090425532,0.677927399,0.497817727,0.68753189,RP5-1043L13.1
ENSG00000238099.1,6.30728763,-0.071790069,0.105893628,-0.677945126,0.497806486,0.68753189,RP11-12A2.3
ENSG00000255710.2,26.262641,-0.051531163,0.076010823,-0.677945074,0.497806519,0.68753189,RP11-667M19.9
ENSG00000266941.1,3.830028675,0.076012564,0.112114013,0.677993423,0.497775864,0.68753189,AC104532.3
ENSG00000229948.2,57.76769551,0.030297179,0.044697402,0.677828629,0.497880357,0.687593566,AC092431.2
ENSG00000241163.3,44.8455058,-0.089236335,0.131669546,-0.677729497,0.497943221,0.687655562,LINC00877
ENSG00000196372.8,460.9927633,-0.03386784,0.049982745,-0.677590638,0.498031284,0.687752351,ASB13
ENSG00000198075.5,138.244562,-0.042374482,0.062546916,-0.677483148,0.498099458,0.687796845,SULT1C4
ENSG00000269979.1,22.1768574,-0.045382061,0.066984315,-0.677502798,0.498086995,0.687796845,RP11-498E2.7
ENSG00000255167.1,18.15780887,-0.059792778,0.088283858,-0.677278713,0.498229134,0.687926249,RP11-670N15.1
ENSG00000264541.1,1.293404915,-0.11840297,0.174818644,-0.677290288,0.498221792,0.687926249,AL162381.1
ENSG00000102172.11,1230.484678,-0.029232691,0.04317567,-0.677063986,0.498365357,0.688089506,SMS
ENSG00000164949.3,153.839633,0.083033073,0.122646631,0.677010631,0.49839921,0.688111413,GEM
ENSG00000143363.11,352.7268795,0.01807718,0.026712386,0.676734009,0.498574734,0.688312415,PRUNE
ENSG00000201228.1,8.351846771,0.061622628,0.091060143,0.676724487,0.498580777,0.688312415,Y_RNA
ENSG00000162971.6,495.2464518,0.025645716,0.03789921,0.676682075,0.498607692,0.688317148,TYW5
ENSG00000244712.1,4.02737824,-0.078732596,0.116354326,-0.676662385,0.498620188,0.688317148,RP11-874G11.1
ENSG00000227560.1,13.80955261,0.052095286,0.076992559,0.676627547,0.498642297,0.688322833,RP11-139K1.2
ENSG00000200882.1,18.02103082,0.040503857,0.0598649,0.676587722,0.498667572,0.688332887,RNU6-681P
ENSG00000183087.10,811.9315317,0.026201515,0.038732449,0.676474535,0.498739409,0.68840721,GAS6
ENSG00000136149.6,4.325281763,0.119706554,0.17697087,0.676419537,0.498774317,0.688430556,RPL13AP25
ENSG00000114737.11,19.76474394,-0.09959861,0.147250986,-0.676386707,0.498795155,0.688434481,CISH
ENSG00000064300.4,53.27151923,-0.126173539,0.186573516,-0.676267146,0.498871048,0.688492833,NGFR
ENSG00000272381.1,25.32465409,0.041792202,0.061798704,0.676263403,0.498873424,0.688492833,RP11-192P3.4
ENSG00000247271.2,70.26733642,0.033166085,0.04904969,0.676173188,0.498930693,0.688522197,ZBED5-AS1
ENSG00000265831.1,7.678428093,-0.073988543,0.109419476,-0.676191721,0.498918928,0.688522197,MIR3123
ENSG00000155660.6,639.6701443,-0.042865312,0.063402213,-0.676085424,0.498986411,0.688537409,PDIA4
ENSG00000164933.7,662.5514149,-0.025660951,0.037959034,-0.676016968,0.499029872,0.688537409,SLC25A32
ENSG00000215875.4,24.33888867,0.053152791,0.078630048,0.675985743,0.499049697,0.688537409,ST13P20
ENSG00000255027.2,33.00207014,-0.042816791,0.063337569,-0.676009381,0.499034689,0.688537409,RP11-680F20.9
ENSG00000257818.1,44.10124446,-0.052920236,0.078276684,-0.676066397,0.49899849,0.688537409,RP11-1143G9.2
ENSG00000259269.1,21.39678992,0.055175185,0.08161706,0.676025146,0.49902468,0.688537409,RP11-624L4.2
ENSG00000232000.2,23.53158154,-0.038303484,0.056676798,-0.675823013,0.499153022,0.688655132,RP11-54D18.3
ENSG00000257207.4,3.856013731,-0.117026466,0.173171555,-0.675783425,0.49917816,0.68866498,LIMS3L
ENSG00000186184.11,502.4774005,0.015691666,0.02322361,0.675677312,0.499245544,0.688695499,POLR1D
ENSG00000203993.3,184.893602,0.024671349,0.036511815,0.675708655,0.49922564,0.688695499,C9orf37
ENSG00000254507.2,29.43886175,-0.067144016,0.099374927,-0.675663548,0.499254284,0.688695499,RP11-481A20.10
ENSG00000105497.3,398.7088975,-0.017479869,0.025875268,-0.675543507,0.499330519,0.688715514,ZNF175
ENSG00000207959.1,4.866734612,0.078970127,0.116904282,0.675510992,0.49935117,0.688715514,MIR656
ENSG00000237094.7,3.680441881,-0.091476513,0.13539919,-0.675606061,0.499290792,0.688715514,RP4-669L17.10
ENSG00000237194.1,9.917128835,0.062748486,0.092892052,0.675498977,0.499358801,0.688715514,SNAI1P1
ENSG00000271404.1,1.270378027,0.130408902,0.193035454,0.675569691,0.49931389,0.688715514,RP11-365F18.5
ENSG00000254331.1,9.92606554,0.056693452,0.083932359,0.67546597,0.499379765,0.6887196,CKS1BP7
ENSG00000238310.1,2.654020113,0.095663099,0.141637626,0.675407388,0.499416973,0.688746088,RNU7-122P
ENSG00000197099.4,2.324478378,-0.107238017,0.158814239,-0.675241829,0.499522135,0.688866286,RP11-573D15.8
ENSG00000221760.1,4.708846532,0.085624247,0.126828953,0.675115936,0.49960211,0.68892691,MIR548J
ENSG00000257674.1,5.288125882,-0.083315864,0.123404912,-0.675142197,0.499585426,0.68892691,RP11-76E16.2
ENSG00000234937.1,15.48682112,0.051284054,0.075970996,0.675047812,0.499645389,0.688961758,RP11-101O6.2
ENSG00000122140.6,276.5335603,-0.034324007,0.050852345,-0.674973926,0.499692331,0.689000975,MRPS2
ENSG00000170955.9,25.57438921,-0.061156918,0.090610184,-0.674945309,0.499710513,0.689000975,PRKCDBP
ENSG00000188343.8,856.4254783,0.023548073,0.034890273,0.674918012,0.499727856,0.689000975,FAM92A1
ENSG00000239924.1,9.206220509,0.074056357,0.10975426,0.674746993,0.499836522,0.689125964,RPL29P22
ENSG00000254964.1,1.324278528,-0.137440859,0.203736128,-0.67460229,0.499928478,0.689227907,RP11-831H9.3
ENSG00000113763.6,1386.178494,0.057241454,0.084858585,0.674551126,0.499960993,0.689247897,UNC5A
ENSG00000119698.7,1173.797998,-0.050364819,0.074673847,-0.674463968,0.500016386,0.689299424,PPP4R4
ENSG00000251971.1,3.248725759,-0.084205838,0.124870997,-0.674342646,0.500093497,0.689380886,RNU6-1333P
ENSG00000120254.11,524.5727009,0.021179235,0.031411141,0.674258681,0.500146868,0.689429618,MTHFD1L
ENSG00000249547.1,5.949743877,0.099060485,0.146954781,0.674088204,0.500255239,0.689554157,RP11-453O5.1
ENSG00000198105.7,1792.328828,0.021914308,0.032517145,0.673930879,0.50035526,0.689667179,ZNF248
ENSG00000243872.2,7.08196899,0.060967995,0.090499101,0.673686194,0.500510841,0.689856771,RN7SL464P
ENSG00000124151.14,1048.282853,-0.016315554,0.02422191,-0.673586623,0.50057416,0.689894337,NCOA3
ENSG00000212599.1,2.022226269,-0.177299404,0.263215366,-0.67359063,0.500571612,0.689894337,RNU6-279P
ENSG00000175087.5,495.5591413,-0.025148893,0.037339233,-0.673524615,0.500613594,0.689923832,PDIK1L
ENSG00000202382.1,9.88201442,-0.057020892,0.084667559,-0.673468006,0.500649596,0.689948596,Y_RNA
ENSG00000243147.3,617.5126839,-0.048992631,0.072756793,-0.673375352,0.500708525,0.690004952,MRPL33
ENSG00000199130.1,2.227247524,-0.100487147,0.149242741,-0.673313465,0.500747888,0.690034341,MIR365A
ENSG00000197915.5,194.5944317,-0.06099007,0.090590131,-0.673252911,0.500786405,0.69004977,HRNR
ENSG00000223647.1,0.979010258,-0.146130151,0.21706448,-0.673210797,0.500813193,0.69004977,AL133249.1
ENSG00000261559.1,7.194581317,-0.070368415,0.104526278,-0.673212669,0.500812002,0.69004977,RP11-1H8.3
ENSG00000239917.3,11.06974034,0.05068021,0.075284638,0.673181296,0.500831959,0.690050775,RPS10P16
ENSG00000254050.1,11.14917514,-0.065694179,0.097612124,-0.6730125,0.500939339,0.690173869,RP11-577N1.1
ENSG00000111912.14,4262.174537,-0.0218088,0.032433043,-0.672425327,0.501312964,0.690390291,NCOA7
ENSG00000124831.14,1807.369763,0.027289656,0.040583561,0.672431286,0.501309171,0.690390291,LRRFIP1
ENSG00000137563.7,230.0733282,-0.035549804,0.052848997,-0.67266752,0.501158836,0.690390291,GGH
ENSG00000155324.5,1231.611078,0.037381217,0.055583356,0.672525381,0.501249287,0.690390291,GRAMD3
ENSG00000161016.11,2903.215794,0.044391985,0.066010851,0.672495278,0.501268445,0.690390291,RPL8
ENSG00000173578.6,1.710174261,0.134417922,0.199898543,0.672430725,0.501309528,0.690390291,XCR1
ENSG00000199798.1,5.462217058,0.083063253,0.12347865,0.672693234,0.501142473,0.690390291,SNORD114-5
ENSG00000228540.1,6.41928638,0.071153051,0.105808791,0.672468241,0.501285652,0.690390291,IMMP2L-IT1
ENSG00000233822.3,175.3329201,-0.054146275,0.080519101,-0.672464975,0.501287731,0.690390291,HIST1H2BN
ENSG00000258733.1,31.03807729,-0.058345998,0.086764215,-0.672466154,0.50128698,0.690390291,CTD-2341M24.1
ENSG00000264327.1,7.453354023,0.064035102,0.095185983,0.672736677,0.50111483,0.690390291,AC024149.1
ENSG00000267141.1,6.500872901,0.076713598,0.114078282,0.672464527,0.501288016,0.690390291,CTB-31O20.8
ENSG00000103449.7,595.6010167,-0.058626818,0.087197264,-0.672346989,0.501362822,0.690423741,SALL1
ENSG00000262979.1,3.433641715,-0.093222107,0.138655191,-0.672330456,0.501373345,0.690423741,CTD-2047H16.2
ENSG00000225378.1,1.698980033,0.115406688,0.171683179,0.672207312,0.501451726,0.690465705,AC015977.6
ENSG00000227157.1,3.95271984,-0.079022107,0.117554345,-0.672217665,0.501445137,0.690465705,AC068535.2
ENSG00000273014.1,43.22104947,0.038049222,0.056604228,0.67219752,0.50145796,0.690465705,RP11-225B17.2
ENSG00000273198.1,15.13940466,0.054061849,0.080435467,0.672114564,0.501510766,0.690513563,GS1-304P7.3
ENSG00000265689.1,28.24012672,0.053782798,0.080027883,0.67205074,0.501551395,0.690544653,RP11-118G23.1
ENSG00000152380.5,139.7596477,0.023371607,0.034782246,0.671940724,0.501621433,0.690593085,FAM151B
ENSG00000237821.1,1.34116641,0.142015038,0.211351157,0.671938777,0.501622673,0.690593085,AC083873.4
ENSG00000233189.1,22.89194667,-0.033139829,0.049325692,-0.671857358,0.50167451,0.690639598,RPL12P29
ENSG00000235278.2,40.63015039,0.03508902,0.052234394,0.67176083,0.501735969,0.690699353,ZNF652P1
ENSG00000223768.1,319.0385175,-0.043838878,0.06526497,-0.6717061,0.501770818,0.690722474,LINC00205
ENSG00000125352.4,126.6476328,-0.03229937,0.048096632,-0.671551593,0.501869204,0.690760723,RNF113A
ENSG00000228028.2,13.94124064,0.047829856,0.071217613,0.671601501,0.501837422,0.690760723,AC069257.8
ENSG00000252568.1,1.969148451,-0.125875865,0.187421944,-0.67161754,0.501827209,0.690760723,RNU7-28P
ENSG00000260979.1,4.24793487,-0.074539331,0.110996108,-0.671549051,0.501870823,0.690760723,RP11-77H9.8
ENSG00000211583.1,1.078013271,0.144557794,0.215292486,0.671448394,0.501934924,0.690824098,MIR767
ENSG00000252569.1,6.60000719,0.081214085,0.120965533,0.671382031,0.501977189,0.690857415,RNU6-1153P
ENSG00000182397.10,9.901485812,-0.08338955,0.124211898,-0.671349131,0.501998143,0.690857895,DNM1P46
ENSG00000201186.1,0.998971896,0.140575591,0.209400272,0.671324779,0.502013653,0.690857895,RNU4-33P
ENSG00000256399.1,20.01809241,0.046651513,0.069500826,0.671236811,0.502069682,0.690910149,RP11-274J7.3
ENSG00000258112.1,1.558655182,-0.145310382,0.21653664,-0.671066026,0.502178469,0.691034998,RP11-404O18.1
ENSG00000135870.7,2073.480509,0.020302509,0.030255747,0.671029817,0.502201535,0.691041883,RC3H1
ENSG00000221264.1,4.616245069,0.081856311,0.122000237,0.670952071,0.502251063,0.69108518,MIR1284
ENSG00000203281.1,1.605987758,0.115239909,0.171776772,0.670870149,0.502303254,0.691132137,AL590489.1
ENSG00000261305.1,1.714850743,0.14283616,0.212930613,0.670810824,0.502341051,0.691159286,RP4-584D14.7
ENSG00000200281.1,1.423969369,-0.11552736,0.172239692,-0.670735988,0.502388733,0.691200033,RNU6-624P
ENSG00000081014.6,557.4532466,-0.020317807,0.030303311,-0.670481427,0.502550942,0.691373481,AP4E1
ENSG00000270627.1,3.503221501,-0.091315331,0.136189704,-0.670500986,0.502538478,0.691373481,RP11-216F5.1
ENSG00000261251.1,30.48457427,0.030562141,0.045589926,0.670370478,0.502621649,0.691445891,RP3-388M5.9
ENSG00000153714.5,138.6992201,0.055029076,0.082107891,0.670204477,0.50272745,0.691566573,LURAP1L
ENSG00000129493.10,532.4929617,0.040177903,0.059977484,0.66988311,0.502932308,0.691773761,HEATR5A
ENSG00000183495.9,2375.871582,0.023895818,0.035669518,0.669922649,0.502907101,0.691773761,EP400
ENSG00000269483.1,20.53131855,0.054521208,0.081387686,0.669895047,0.502924697,0.691773761,AC006272.1
ENSG00000163322.9,147.2792762,0.030227565,0.045126134,0.669846106,0.502955899,0.691781339,FAM175A
ENSG00000226080.1,30.53287198,-0.076911228,0.114834561,-0.669756798,0.503012838,0.691834783,RP11-345J13.1
ENSG00000243335.4,961.2584932,0.02484722,0.037108609,0.66958101,0.503124923,0.691964067,KCTD7
ENSG00000154889.12,412.7399685,-0.024211162,0.036162414,-0.669511769,0.503169076,0.691999916,MPPE1
ENSG00000143416.16,376.7711619,0.038295172,0.057220535,0.669255758,0.503332343,0.692199573,SELENBP1
ENSG00000171872.4,2.157729051,-0.109106375,0.163035223,-0.669219649,0.503355374,0.692206364,KLF17
ENSG00000222395.1,4.940976785,-0.071222588,0.106432979,-0.669177807,0.503382062,0.692218183,Y_RNA
ENSG00000252577.1,7.715250297,-0.061233318,0.091529385,-0.66900174,0.503494368,0.692347735,SCARNA20
ENSG00000248098.6,41.67921927,-0.057406436,0.085822784,-0.668895055,0.503562425,0.692416433,BCKDHA
ENSG00000100897.13,1532.875525,-0.021629425,0.03233789,-0.668857043,0.503586675,0.692424891,DCAF11
ENSG00000257515.1,3.003199603,-0.097786374,0.146243622,-0.668653936,0.503716258,0.692578176,RP11-498M15.1
ENSG00000188379.5,11.64822126,-0.082734786,0.123757728,-0.668522178,0.50380033,0.692595144,IFNA2
ENSG00000231846.1,2.592917572,-0.090725105,0.135710157,-0.668521111,0.503801011,0.692595144,RP11-494I9.2
ENSG00000236796.1,21.05248526,-0.064767457,0.096875658,-0.668562758,0.503774436,0.692595144,RP11-462B18.3
ENSG00000250831.1,12.3667161,0.070190565,0.104992376,0.668530109,0.503795269,0.692595144,CTD-2232E5.2
ENSG00000012211.8,8.64898142,-0.058687025,0.087796444,-0.668444218,0.503850078,0.69263771,PRICKLE3
ENSG00000205622.5,11.40493266,0.069669919,0.104231466,0.668415416,0.503868458,0.69263809,AF064858.6
ENSG00000097021.15,1635.426741,-0.044511156,0.066608082,-0.668254587,0.503971097,0.692724092,ACOT7
ENSG00000116017.6,124.5813956,-0.031117856,0.046567424,-0.66823227,0.50398534,0.692724092,ARID3A
ENSG00000269504.1,1.321874564,-0.133880645,0.200349938,-0.66823402,0.503984223,0.692724092,AC003973.4
ENSG00000137166.10,261.9544001,-0.04541998,0.067980463,-0.668132844,0.504048798,0.692786427,FOXP4
ENSG00000155052.14,1785.512812,-0.037277977,0.055797817,-0.668090247,0.504075987,0.692798907,CNTNAP5
ENSG00000100348.5,482.2434172,-0.030221133,0.045247054,-0.667913819,0.504188606,0.692874063,TXN2
ENSG00000207110.1,1.959025696,0.118360218,0.177203569,0.6679336,0.504175978,0.692874063,RNU1-106P
ENSG00000225721.1,1.691128543,-0.108826686,0.162947686,-0.667862729,0.50422122,0.692874063,RP11-269F19.2
ENSG00000231920.1,19.02255794,0.049471488,0.074073631,0.66786909,0.50421716,0.692874063,NEBL-AS1
ENSG00000242540.2,1.480654771,0.129025538,0.193166989,0.667948179,0.504166672,0.692874063,AC010729.1
ENSG00000130772.9,114.7818311,0.041782059,0.062597936,0.667467043,0.504473854,0.693146532,MED18
ENSG00000243794.1,3.593348941,-0.124766857,0.186918795,-0.667492305,0.504457724,0.693146532,CTD-2026G6.2
ENSG00000255562.2,2.245828389,-0.107840038,0.161555485,-0.667510841,0.504445887,0.693146532,UNC93B6
ENSG00000213872.3,29.21761582,0.032058287,0.048038008,0.667352552,0.504546966,0.693222092,AC092798.2
ENSG00000237773.1,14.98941574,-0.063663994,0.095405628,-0.667298101,0.504581739,0.693244973,AC003075.4
ENSG00000206168.1,2.673604863,-0.083911004,0.125758547,-0.667238978,0.504619498,0.693247059,Z69890.1
ENSG00000262692.1,13.180976,0.06611102,0.099077597,0.667265077,0.504602829,0.693247059,CTD-3195I5.3
ENSG00000261474.1,56.86495077,-0.038895883,0.058301588,-0.667149625,0.504676565,0.693300563,RP11-452L6.1
ENSG00000235469.1,1.391429409,0.134775248,0.202037482,0.667080416,0.504720769,0.693336394,MRPL50P4
ENSG00000179796.7,232.084311,-0.03571753,0.053558526,-0.666887846,0.504843775,0.693441261,LRRC3B
ENSG00000248231.1,40.2660652,-0.04435052,0.066502211,-0.666902934,0.504834137,0.693441261,KRT8P4
ENSG00000266076.1,1.459236551,-0.12043783,0.180600096,-0.66687578,0.504851483,0.693441261,CTD-2535L24.2
ENSG00000230146.1,1.413292057,-0.150475132,0.225722013,-0.666639156,0.505002652,0.693623998,SEPHS1P4
ENSG00000006712.10,701.3796235,0.033036045,0.049567688,0.666483487,0.505102115,0.693722253,PAF1
ENSG00000241679.2,28.00871884,0.041868217,0.062820817,0.666470439,0.505110452,0.693722253,RP11-80H8.4
ENSG00000254532.1,2.536626644,-0.160225895,0.240470621,-0.666301334,0.505218513,0.693845757,RP11-624D11.2
