PANEL,FILE,GENE,CHR,P0,P1,HSQ,BEST.GWAS.ID,BEST.GWAS.Z,EQTL.ID,EQTL.R2,EQTL.Z,EQTL.GWAS.Z,NSNP,NWGT,MODEL,MODELCV.R2,MODELCV.PV,TWAS.Z,TWAS.P,PERM.PV,PERM.N,PERM.ANL_PV
NA,/home/CMC.BRAIN.RNASEQ/CMC.FAM162B.wgt.RDat,FAM162B,6,117073359,117086886,0.1669,rs9387389,3.74,rs17078350,0.0777,6.26,-0.332,378,1,top1,0.078,9.80E-10,-0.332,0.739889,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ROS1.wgt.RDat,ROS1,6,117609529,117747018,0.266,rs2104064,4.03,rs17635403,0.125,7.59,-1.651,469,27,enet,0.23,1.50E-27,-1.82975,0.067288,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.GOPC.wgt.RDat,GOPC,6,117639350,117894795,0.1242,rs2104064,4.03,rs210643,0.109,7.19,-2.72,517,1,top1,0.11,3.40E-13,-2.72,0.006528,0.10714,112,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.DCBLD1.wgt.RDat,DCBLD1,6,117803819,117891020,0.131,rs2104064,4.03,rs6930292,0.0245,-4.36,3.476,441,441,bslmm,0.067,1.60E-08,-0.70596,0.480216,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MCM9.wgt.RDat,MCM9,6,119134611,119252903,0.1282,rs970181,-2.58,rs9401101,0.0778,-6.27,0.751,429,11,enet,0.08,4.90E-10,-0.9451,0.344607,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.FAM184A.wgt.RDat,FAM184A,6,119280995,119470358,0.2672,rs12212125,-3.69,rs4945630,0.216,10.03,0.208,467,1,top1,0.22,8.60E-26,0.208,0.835229,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.C6orf170.wgt.RDat,C6orf170,6,121400626,121655644,0.0992,rs2071166,-2.36,rs2389414,0.0466,5.02,0.712,428,42,enet,0.08,5.20E-10,0.06115,0.951239,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.HSF2.wgt.RDat,HSF2,6,122720695,122754264,0.1444,rs6420722,-2.67,rs9375131,0.136,-8.33,1.347,446,446,bslmm,0.14,1.70E-16,-1.24147,0.214432,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PKIB.wgt.RDat,PKIB,6,122793061,123047518,0.071,rs12660608,3.84,rs17201852,0.0271,-4.97,-0.579,516,5,lasso,0.038,1.80E-05,1.42922,0.152941,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SMPDL3A.wgt.RDat,SMPDL3A,6,123109970,123130864,0.1767,rs12660608,3.84,rs6936666,0.0289,-4.87,-0.502,426,6,lasso,0.054,3.60E-07,0.32628,0.744215,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TRDN.wgt.RDat,TRDN,6,123537483,123958238,0.1238,rs12660608,3.84,rs11154174,0.118,7.58,-1.443,652,9,enet,0.14,1.90E-16,-1.35688,0.174819,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RNF217.wgt.RDat,RNF217,6,125283861,125404661,0.0694,rs868549,4.3,rs9401790,0.0354,-4.6,-0.15,529,1,top1,0.035,3.40E-05,0.15,0.880765,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TPD52L1.wgt.RDat,TPD52L1,6,125474878,125584644,0.1539,rs868549,4.3,rs2275623,0.077,-7.3,0.324,483,21,enet,0.17,3.90E-20,0.01593,0.987292,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.HDDC2.wgt.RDat,HDDC2,6,125596495,125623282,0.1455,rs6940469,3.05,rs1040803,0.0872,-7.47,0.315,440,18,enet,0.16,2.00E-19,-0.00623,0.995032,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.HEY2.wgt.RDat,HEY2,6,126068779,126082415,0.1458,rs6940469,3.05,rs3966775,0.204,9.98,0.345,324,10,lasso,0.21,6.70E-25,0.35792,0.720401,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.HINT3.wgt.RDat,HINT3,6,126277860,126301389,0.0827,rs6940469,3.05,rs9375419,0.0188,-4.43,-0.3,259,17,enet,0.028,2.00E-04,-0.87903,0.379387,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CENPW.wgt.RDat,CENPW,6,126661252,126669754,0.0429,rs4273712,2.63,rs1490388,0.0603,-5.67,0.232,189,1,top1,0.06,7.40E-08,-0.232,0.816538,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PTPRK.wgt.RDat,PTPRK,6,128289923,128841870,0.0797,rs2121881,-2.71,rs1508439,0.0468,5.69,1.906,495,495,bslmm,0.048,1.50E-06,1.81529,0.06948,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ARHGAP18.wgt.RDat,ARHGAP18,6,129929037,130182692,0.1281,rs2326951,-3.98,rs17396809,0.0692,5.76,-0.485,678,1,top1,0.069,8.10E-09,-0.485,0.627676,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SAMD3.wgt.RDat,SAMD3,6,130465446,130686570,0.0976,rs2326951,-3.98,rs9483116,0.0596,-5.44,-1.109,685,4,lasso,0.063,3.60E-08,0.90625,0.364804,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TMEM200A.wgt.RDat,TMEM200A,6,130687425,130764210,0.0433,rs2326951,-3.98,rs7749381,0.0341,-4.78,-2.403,537,1,top1,0.034,4.70E-05,2.403,0.016261,0.05581,215,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.EPB41L2.wgt.RDat,EPB41L2,6,131160487,131384462,0.1505,rs9398952,-3.18,rs6908154,0.0681,6.61,-0.359,540,540,bslmm,0.092,2.80E-11,-0.49844,0.618175,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.AKAP7.wgt.RDat,AKAP7,6,131456825,131604675,0.2503,rs11154621,-2.76,rs6900130,0.0137,4.88,0.258,472,472,blup,0.091,3.90E-11,-1.45896,0.144577,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MED23.wgt.RDat,MED23,6,131895105,131949379,0.0627,rs7754561,3.43,rs7452300,-0.00221,3.68,-1.842,414,414,blup,0.0099,0.019,-1.4398,0.149924,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ENPP1.wgt.RDat,ENPP1,6,132129155,132216295,0.1484,rs7754561,3.43,rs1800949,0.0527,-5.87,-1.36,419,29,enet,0.089,6.20E-11,0.4137,0.67909,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MOXD1.wgt.RDat,MOXD1,6,132617193,132722664,0.0927,rs7754561,3.43,rs6937164,0.033,4.34,-2.494,598,598,bslmm,0.039,1.30E-05,-2.56505,0.010316,0.01322,908,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.STX7.wgt.RDat,STX7,6,132778662,132834337,0.077,rs17061930,2.76,rs2842888,0.0738,-5.87,0.267,565,1,top1,0.074,2.60E-09,-0.267,0.789469,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.EYA4.wgt.RDat,EYA4,6,133561735,133853258,0.1503,rs17061930,2.76,rs9375943,0.0656,6.9,0.226,567,567,blup,0.12,2.00E-14,0.97174,0.331178,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SLC2A12.wgt.RDat,SLC2A12,6,134308718,134373789,0.2059,rs7772416,3.65,rs965652,0.113,7.79,-1.592,461,5,lasso,0.15,7.30E-18,-1.38613,0.165707,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.HMGA1P7.wgt.RDat,HMGA1P7,6,134435110,134438818,0.128,rs7772416,3.65,rs11970500,0.108,-7.61,-0.627,427,1,top1,0.11,4.10E-13,0.627,0.530659,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC154092.wgt.RDat,LOC154092,6,134758853,134825158,0.0823,rs7772416,3.65,rs6910410,0.036,-5.1,3.557,482,482,bslmm,0.052,5.50E-07,-2.36629,0.017968,0.21818,55,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.ALDH8A1.wgt.RDat,ALDH8A1,6,135238527,135271260,0.2894,rs7772416,3.65,rs4896130,0.417,-13.87,0.74,415,37,enet,0.43,1.10E-56,-0.76362,0.445093,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.HBS1L.wgt.RDat,HBS1L,6,135281516,135376036,0.1841,rs4896051,3.42,rs6569990,0.199,-9.66,0.763,405,32,enet,0.2,3.50E-24,-0.63306,0.526696,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PDE7B.wgt.RDat,PDE7B,6,136172833,136516709,0.0764,rs883799,2.78,rs11154829,0.0155,-4.06,1.803,402,10,enet,0.047,1.80E-06,-1.47831,0.139324,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MAP3K5.wgt.RDat,MAP3K5,6,136878186,137113656,0.0457,rs2295592,2.82,rs1028565,0.0267,4.42,-0.601,408,408,blup,0.028,2.00E-04,-0.70416,0.481336,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PEX7.wgt.RDat,PEX7,6,137143701,137235072,0.1406,rs2295592,2.82,rs2295592,0.11,-7.14,2.824,433,1,top1,0.11,2.40E-13,-2.824,0.004743,0,5000,0.000747
NA,/home/CMC.BRAIN.RNASEQ/CMC.PERP.wgt.RDat,PERP,6,138409641,138428660,0.1211,rs4348334,3.42,rs2152010,0.0378,-5.75,1.481,478,478,blup,0.064,2.80E-08,-1.05557,0.291166,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.HEBP2.wgt.RDat,HEBP2,6,138725335,138734582,0.1216,rs998035,4.17,rs9495076,0.0698,-5.87,0.518,470,470,bslmm,0.074,2.40E-09,-0.34586,0.729446,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.FLJ46906.wgt.RDat,FLJ46906,6,139012804,139018425,0.3714,rs998035,4.17,rs1129180,0.309,11.88,0.401,445,6,lasso,0.33,1.00E-41,0.63946,0.522524,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC100507462.wgt.RDat,LOC100507462,6,139046347,139094816,0.1097,rs998035,4.17,rs722653,0.0229,5.23,-0.549,446,446,bslmm,0.032,8.30E-05,-0.77749,0.436871,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CCDC28A.wgt.RDat,CCDC28A,6,139094656,139114456,0.1932,rs998035,4.17,rs6756,0.0689,6.53,0.931,440,440,bslmm,0.11,4.10E-13,0.2333,0.815528,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TXLNB.wgt.RDat,TXLNB,6,139561198,139613208,0.0865,rs998035,4.17,rs6927460,0.000191,4.44,0.913,489,489,bslmm,0.027,0.00028,0.19114,0.848415,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.VTA1.wgt.RDat,VTA1,6,142468409,142542085,0.0856,rs17071293,-3.14,rs4455685,0.0786,6.07,-2.585,373,1,top1,0.079,7.90E-10,-2.585,0.009738,0.01702,705,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.PEX3.wgt.RDat,PEX3,6,143771917,143811751,0.2398,rs4896653,-3.67,rs161061,0.235,-10.36,-1.386,537,1,top1,0.23,3.20E-28,1.386,0.165747,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PHACTR2.wgt.RDat,PHACTR2,6,143929316,144152322,0.073,rs4896653,-3.67,rs960710,0.000912,4.48,0.651,609,609,bslmm,0.021,0.001,-0.17398,0.861878,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.EPM2A.wgt.RDat,EPM2A,6,145946439,146057122,0.0656,rs1014878,-2.53,rs9497314,0.0105,-4.09,1.477,340,340,bslmm,0.017,0.0031,-0.61503,0.538535,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC100507557.wgt.RDat,LOC100507557,6,146056004,146207721,0.0886,rs1014878,-2.53,rs10872580,0.185,9.76,-1.856,348,22,enet,0.21,1.30E-24,-2.32418,0.020116,0.07595,158,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.STXBP5.wgt.RDat,STXBP5,6,147525493,147711612,0.083,rs9373523,-2.8,rs1221638,0.0806,-6.69,-1.27,523,17,enet,0.092,2.40E-11,2.06182,0.039225,0.09836,122,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.SAMD5.wgt.RDat,SAMD5,6,147829827,147891157,0.1805,rs1881824,4.05,rs9390491,0.0618,5.56,-0.797,511,511,bslmm,0.098,5.50E-12,-0.69096,0.489593,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SASH1.wgt.RDat,SASH1,6,148663728,148873184,0.115,rs9390538,4.41,rs909981,0.0544,-5.33,2.741,787,19,enet,0.07,7.50E-09,-3.33474,0.000854,0.00452,2654,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.UST.wgt.RDat,UST,6,149068270,149398126,0.2006,rs2057013,2.75,rs9322158,0.0758,5.97,0.673,765,5,lasso,0.12,2.10E-14,1.10101,0.270892,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TAB2.wgt.RDat,TAB2,6,149539758,149732747,0.0738,rs9404000,2.72,rs9498204,0.0451,-4.72,-0.395,584,1,top1,0.045,3.10E-06,0.395,0.692843,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ZC3H12D.wgt.RDat,ZC3H12D,6,149768765,149806148,0.0735,rs9399689,2.5,rs421453,0.0337,5.36,-1.497,473,5,lasso,0.042,7.20E-06,-1.32328,0.185743,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PPIL4.wgt.RDat,PPIL4,6,149825630,149867238,0.4634,rs9399689,2.5,rs7774597,0.366,-13.01,2.232,456,456,bslmm,0.37,3.60E-47,-2.13067,0.033117,0.03061,392,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.KATNA1.wgt.RDat,KATNA1,6,149916010,149969940,0.0325,rs9399689,2.5,rs9322193,0.0351,4.87,1.762,469,1,top1,0.035,3.60E-05,1.762,0.078069,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LATS1.wgt.RDat,LATS1,6,149979288,150039392,0.0729,rs9399689,2.5,rs9767105,0.0331,5.83,1.345,487,11,enet,0.079,6.30E-10,1.36186,0.173242,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.NUP43.wgt.RDat,NUP43,6,150045456,150067688,0.0385,rs9399689,2.5,rs4870054,0.0657,-5.58,1.624,471,1,top1,0.066,1.90E-08,-1.624,0.104376,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RAET1E.wgt.RDat,RAET1E,6,150204510,150217195,0.0374,rs9399689,2.5,rs9322193,0.0478,5.63,1.762,495,1,top1,0.048,1.60E-06,1.762,0.078069,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ULBP2.wgt.RDat,ULBP2,6,150263135,150270368,0.0749,rs9399689,2.5,rs6557133,0.0692,6.01,0.767,531,1,top1,0.069,8.10E-09,0.767,0.443082,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RMND1.wgt.RDat,RMND1,6,151725896,151773316,0.1207,rs4301312,3.02,rs7774446,0.0595,5.77,-1.362,618,618,bslmm,0.065,2.40E-08,-1.44146,0.149454,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ESR1.wgt.RDat,ESR1,6,152011630,152424408,0.1855,rs9371601,5.39,rs1293944,0.0991,-6.84,1.672,831,36,enet,0.1,2.20E-12,-2.31317,0.020714,0.13483,89,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.SYNE1.wgt.RDat,SYNE1,6,152442818,152958534,0.0726,rs9371601,5.39,rs2788381,0.0141,-4.12,0.507,889,6,lasso,0.042,5.90E-06,-0.52251,0.601313,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MTRF1L.wgt.RDat,MTRF1L,6,153308399,153323925,0.1314,rs6927659,-4.81,rs650018,0.142,-8.09,-2.861,547,1,top1,0.14,5.70E-17,2.861,0.004223,0.14118,85,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.RGS17.wgt.RDat,RGS17,6,153332031,153452389,0.0688,rs6927659,-4.81,rs9479493,0.00635,-4.06,-0.813,602,23,enet,0.03,0.00012,2.66951,0.007596,0.12371,97,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.IPCEF1.wgt.RDat,IPCEF1,6,154475617,154831753,0.0709,rs12202939,-3.9,rs12208947,0.0183,-4.35,-0.468,655,4,lasso,0.019,0.002,0.64003,0.522155,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CNKSR3.wgt.RDat,CNKSR3,6,154726432,154831753,0.128,rs12202939,-3.9,rs11155972,0.0176,-4.38,0.451,536,536,bslmm,0.039,1.30E-05,0.23207,0.816487,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TFB1M.wgt.RDat,TFB1M,6,155577263,155635617,0.2854,rs12202939,-3.9,rs1334688,0.36,13.02,2.922,529,4,lasso,0.37,9.10E-47,3.13607,0.001712,0.08451,142,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.ZDHHC14.wgt.RDat,ZDHHC14,6,157802556,158094977,0.0991,rs9331344,3.62,rs9355674,-0.000984,-4.78,-0.389,553,553,blup,0.048,1.60E-06,0.13018,0.896426,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SNX9.wgt.RDat,SNX9,6,158244293,158366109,0.0901,rs9331344,3.62,rs3805780,0.0576,-5.47,-1.189,572,1,top1,0.058,1.40E-07,1.189,0.23444,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SYNJ2.wgt.RDat,SYNJ2,6,158402887,158520207,0.1351,rs9331344,3.62,rs2502618,0.0733,6.62,-1.049,616,8,lasso,0.079,6.60E-10,-1.96407,0.049522,0.15385,78,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.SERAC1.wgt.RDat,SERAC1,6,158530535,158589312,0.4004,rs679313,-3.23,rs6929274,0.154,-8.56,0.047,581,61,enet,0.22,8.80E-27,-0.47487,0.634883,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.GTF2H5.wgt.RDat,GTF2H5,6,158589378,158620376,0.3329,rs756071,2.91,rs9365947,0.305,-11.8,-2.199,545,18,enet,0.32,1.20E-39,1.93275,0.053267,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TULP4.wgt.RDat,TULP4,6,158733691,158932856,0.1648,rs9456363,3,rs7752547,0.0797,7.1,-1.015,596,596,bslmm,0.12,2.90E-14,-0.32239,0.747161,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.DYNLT1.wgt.RDat,DYNLT1,6,159057506,159065804,0.2463,rs9456363,3,rs317792,0.244,-10.72,0.793,495,13,enet,0.25,1.20E-30,-0.4357,0.663056,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SYTL3.wgt.RDat,SYTL3,6,159071045,159185908,0.0428,rs9456363,3,rs7755193,0.00177,-3.77,-0.573,581,1,top1,0.0018,0.18,0.573,0.566645,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.EZR.wgt.RDat,EZR,6,159186772,159240456,0.0602,rs9456363,3,rs2361472,0.0216,4.39,1.015,558,1,top1,0.022,0.001,1.015,0.310106,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SOD2.wgt.RDat,SOD2,6,160100148,160114353,0.0545,rs2342480,3.46,rs2842960,0.0692,6.07,1.647,562,1,top1,0.069,8.10E-09,1.647,0.099558,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.WTAP.wgt.RDat,WTAP,6,160148029,160177352,0.1276,rs2342480,3.46,rs9364534,0.0976,7.09,-2.513,555,1,top1,0.098,6.60E-12,-2.513,0.011971,0.04819,249,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.TCP1.wgt.RDat,TCP1,6,160199529,160210735,0.0796,rs2342480,3.46,rs25683,0.0404,5.43,-1.322,561,5,lasso,0.049,1.10E-06,-2.18527,0.028869,0.0603,199,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.MRPL18.wgt.RDat,MRPL18,6,160211021,160219461,0.0532,rs2342480,3.46,rs11757681,0.0694,6.17,-0.726,560,1,top1,0.069,7.80E-09,-0.726,0.467839,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SLC22A3.wgt.RDat,SLC22A3,6,160769404,160873611,0.1001,rs791190,-3.29,rs3123636,0.0207,5.17,0.337,582,582,blup,0.053,4.40E-07,0.29179,0.770444,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LPAL2.wgt.RDat,LPAL2,6,160887586,160932156,0.0777,rs791190,-3.29,rs6914575,0.0192,-4.26,0.046,575,575,bslmm,0.028,0.00021,-0.19872,0.842482,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LPA.wgt.RDat,LPA,6,160952514,161087407,0.1026,rs791190,-3.29,rs7759633,0.0168,-4.38,-0.912,635,5,lasso,0.045,3.20E-06,1.54379,0.122639,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MAP3K4.wgt.RDat,MAP3K4,6,161412821,161538417,0.1067,rs9458073,-3.05,rs2489944,0.0285,-4.99,0.044,590,4,lasso,0.042,7.30E-06,-1.01862,0.308381,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PARK2.wgt.RDat,PARK2,6,161768589,163148834,0.1792,rs9458073,-3.05,rs3765474,0.0916,-6.56,0.211,1385,8,lasso,0.14,4.10E-16,1.45479,0.145727,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PACRG.wgt.RDat,PACRG,6,163148163,163736524,0.2167,rs1744926,-4.3,rs13191362,0.129,7.72,0.472,862,10,lasso,0.16,5.80E-19,0.74354,0.457153,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.C6orf118.wgt.RDat,C6orf118,6,165693152,165723111,0.0613,rs7772966,3.73,rs17852379,0.00188,4.05,-0.282,669,669,bslmm,0.0087,0.026,-0.54177,0.587975,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC100289495.wgt.RDat,LOC100289495,6,166756118,166764957,0.4635,rs6456095,-5.83,rs10455809,0.489,-14.99,-0.228,727,1,top1,0.49,9.10E-68,0.228,0.819646,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RPS6KA2.wgt.RDat,RPS6KA2,6,166822853,167275771,0.0824,rs6456095,-5.83,rs3099266,0.0195,-3.9,-0.668,977,1,top1,0.02,0.0017,0.668,0.504134,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CCR6.wgt.RDat,CCR6,6,167412815,167552629,0.1048,rs6456095,-5.83,rs16899788,0.00646,-4.4,2.368,627,31,enet,0.042,6.20E-06,-0.55831,0.576633,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MLLT4.wgt.RDat,MLLT4,6,168227670,168372700,0.1449,rs2076664,4.01,rs9355143,0.137,8.75,-2.091,523,523,bslmm,0.14,1.80E-16,-2.08393,0.037166,0.07947,151,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.DACT2.wgt.RDat,DACT2,6,168707583,168720402,0.2153,rs2076664,4.01,rs1551988,0.0326,-5.36,-0.337,637,637,bslmm,0.083,2.40E-10,0.00562,0.995513,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SMOC2.wgt.RDat,SMOC2,6,168841830,169068674,0.1605,rs2076664,4.01,rs16886236,0.0522,-6.17,0.036,842,842,bslmm,0.12,1.10E-14,0.07972,0.936457,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.THBS2.wgt.RDat,THBS2,6,169615874,169654137,0.2652,rs4708557,2.37,rs6940420,0.137,8.02,0.576,626,15,enet,0.18,1.30E-21,0.83013,0.406467,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.WDR27.wgt.RDat,WDR27,6,169857302,170102159,0.0846,rs2983222,-2.6,rs432708,0.00363,-3.87,-0.287,682,682,bslmm,0.021,0.0013,0.83834,0.401837,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.C6orf120.wgt.RDat,C6orf120,6,170102256,170106402,0.0685,rs2983222,-2.6,rs7774693,0.0105,4.99,1.003,484,484,bslmm,0.021,0.0011,-1.12602,0.260156,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.C6orf70.wgt.RDat,C6orf70,6,170151720,170181617,0.1606,rs2983222,-2.6,rs2274953,0.0583,6.02,-1.127,474,6,lasso,0.11,1.30E-13,-1.56957,0.116516,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.FAM120B.wgt.RDat,FAM120B,6,170615843,170714237,0.1351,rs16901407,-3.25,rs2024694,0.0953,6.76,1.162,378,1,top1,0.095,1.20E-11,1.162,0.245235,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PDCD2.wgt.RDat,PDCD2,6,170884659,170893780,0.0296,rs16901407,-3.25,rs1042327,0.0292,-4.56,0.518,253,1,top1,0.029,0.00015,-0.518,0.604458,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CCDC127.wgt.RDat,CCDC127,5,204874,218297,0.1942,rs2672753,2.4,rs9763161,0.184,9.26,-0.144,290,16,enet,0.2,2.20E-24,-0.20563,0.837,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SDHA.wgt.RDat,SDHA,5,218355,256814,0.1168,rs2672753,2.4,rs6878087,0.062,-7.02,0.762,290,290,bslmm,0.11,8.70E-14,-1.01937,0.308,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.AHRR.wgt.RDat,AHRR,5,304291,438405,0.2489,rs13179524,-2.43,rs10056628,0.176,9.08,0.741,312,12,lasso,0.21,1.20E-25,1.25924,0.208,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.C5orf55.wgt.RDat,C5orf55,5,441642,443258,0.2074,rs13179524,-2.43,rs10078,0.0636,-7.44,1.409,312,16,enet,0.16,2.50E-19,-0.23902,0.811,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.EXOC3.wgt.RDat,EXOC3,5,443333,467409,0.3621,rs13179524,-2.43,rs2241597,0.132,9.02,1.276,321,8,lasso,0.26,8.30E-32,0.01893,0.985,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PP7080.wgt.RDat,PP7080,5,470624,473080,0.1217,rs13179524,-2.43,rs11134054,0.0354,5.03,0.247,322,4,lasso,0.068,9.90E-09,1.08428,0.278,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CEP72.wgt.RDat,CEP72,5,612404,653666,0.1542,rs13179524,-2.43,rs6878374,0.117,-7.71,-1.4,377,377,bslmm,0.12,1.40E-14,1.43243,0.152,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TPPP.wgt.RDat,TPPP,5,659976,693510,0.0368,rs13179524,-2.43,rs1709544,-0.00221,3.42,0.709,361,361,blup,0.019,0.0019,0.06881,0.945,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ZDHHC11.wgt.RDat,ZDHHC11,5,795719,851101,0.0457,rs13179524,-2.43,rs12518227,-0.00205,-3.27,-0.02,378,378,blup,0.014,0.0065,-0.01615,0.987,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.BRD9.wgt.RDat,BRD9,5,863849,892939,0.0503,rs13179524,-2.43,rs3789199,-0.00169,-3.06,0.315,374,374,blup,0.00083,0.24,-0.34207,0.732,0,0,0
